ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,vrh
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,11,2021,621
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,12,2021,656
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,1,2022,658
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,2,2022,603
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,3,2022,680
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,4,2022,662
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,5,2022,680
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,6,2022,634
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,7,2022,656
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,8,2022,685
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,9,2022,630
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,10,2022,682
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,11,2022,633
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,12,2022,674
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,1,2023,673
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,2,2023,615
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,3,2023,679
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,4,2023,658
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,5,2023,656
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,6,2023,668
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,7,2023,625
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,8,2023,682
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,9,2023,621
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,10,2023,667
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,11,2023,619
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",PT,12,2023,638
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2002,285103
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2002,290456
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2002,360766
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2002,296370
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2002,350283
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2002,294069
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2002,276594
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2002,365184
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2002,293020
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2002,299260
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2002,367177
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2002,286112
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2003,287576
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2003,284760
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2003,368361
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2003,297249
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2003,367676
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2003,346586
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2003,269185
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2003,365438
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2003,291811
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2003,302297
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2003,338821
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2003,291581
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2004,289172
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2004,303177
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2004,380250
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2004,300908
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2004,363731
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2004,338992
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2004,242353
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2004,360015
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2004,288380
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2004,299331
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2004,366136
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2004,295411
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2005,288696
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2005,296304
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2005,371227
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2005,299821
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2005,375330
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2005,341394
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2005,317261
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2005,378626
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2005,304568
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2005,308619
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2005,293844
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2005,299601
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2006,303242
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2006,302282
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2006,384635
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2006,307045
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2006,379928
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2006,295715
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2006,298003
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2006,370874
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2006,297263
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2006,303084
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2006,369329
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2006,288824
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2007,293914
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2007,297235
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2007,380408
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2007,302892
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2007,372426
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2007,296672
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2007,286655
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2007,368377
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2007,300866
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2007,306952
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2007,369575
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2007,292676
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2008,293965
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2008,301125
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2008,382874
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2008,309029
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2008,373316
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2008,314759
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2008,272958
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2008,373846
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2008,301803
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2008,309100
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2008,381286
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2008,307413
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2009,293469
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2009,311450
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2009,391969
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2009,316299
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2009,383308
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2009,332240
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2009,266668
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2009,373017
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2009,302966
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2009,311029
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2009,321031
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2009,309802
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2010,302529
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2010,279939
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2010,390664
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2010,313299
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2010,387981
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2010,341324
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2010,256162
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2010,376390
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2010,299792
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2010,315589
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2010,381768
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2010,371964
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2011,320444
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2011,291939
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2011,347558
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2011,328546
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2011,337083
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2011,319827
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2011,316462
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2011,339357
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2011,324535
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2011,336478
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2011,334251
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2011,342175
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2012,337611
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2012,325160
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2012,355375
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2012,328092
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2012,344433
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2012,325747
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2012,315996
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2012,331438
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2012,307387
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2012,320747
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2012,335233
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2012,320869
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2013,336781
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2013,303226
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2013,329873
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2013,327018
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2013,337006
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2013,315805
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2013,331177
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2013,335625
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2013,322849
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2013,353024
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2013,323937
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2013,331266
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2014,333273
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2014,291706
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2014,336381
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2014,336633
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2014,336680
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2014,322570
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2014,325331
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2014,320110
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2014,328367
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2014,349063
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2014,311689
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2014,338805
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2015,329217
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2015,306596
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2015,336146
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2015,334967
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2015,324632
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,6,2015,327545
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,7,2015,327798
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,8,2015,343925
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,9,2015,324185
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,10,2015,343383
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,11,2015,316707
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,12,2015,340665
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,1,2016,315486
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,2,2016,303445
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,3,2016,353146
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,4,2016,328534
30019,Southeastern Pennsylvania Transportation Authority,SEPTA,urban_bus,MB,"Philadelphia, PA--NJ--DE--MD",DO,5,2016,340643
