ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,vrh
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,11,2020,124552
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,12,2020,131718
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,1,2021,130925
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,2,2021,116058
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,3,2021,111327
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,4,2021,106625
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,5,2021,114045
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,6,2021,115388
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,7,2021,130824
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,8,2021,131725
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,9,2021,126790
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,10,2021,130720
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,11,2021,125247
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,12,2021,128003
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,1,2022,128073
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,2,2022,117068
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,3,2022,130414
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,4,2022,123113
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,5,2022,121564
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,6,2022,113934
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,7,2022,101758
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,8,2022,94615
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,9,2022,87070
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,10,2022,101154
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,11,2022,100766
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,12,2022,101516
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,1,2023,110158
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,2,2023,99009
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,3,2023,112787
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,4,2023,107460
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,5,2023,114136
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,6,2023,116529
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,7,2023,124495
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,8,2023,122332
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,9,2023,121040
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,10,2023,123423
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,11,2023,118456
10003,Massachusetts Bay Transportation Authority,MBTA,urban_rail,HR,"Boston, MA--NH",DO,12,2023,129347
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2002,188363
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2002,170732
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2002,188030
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2002,184311
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2002,190195
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2002,178447
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2002,184097
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2002,181813
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2002,181893
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2002,191785
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2002,179590
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2002,184020
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2003,186571
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2003,169183
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2003,186450
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2003,183304
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2003,186243
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2003,180526
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2003,183997
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2003,174647
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2003,182700
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2003,192096
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2003,174826
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2003,189359
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2004,182862
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2004,170855
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2004,194211
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2004,187171
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2004,185061
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2004,189157
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2004,188802
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2004,189191
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2004,188052
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2004,190113
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2004,188787
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2004,198719
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2005,190291
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2005,176516
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2005,202710
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2005,189904
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2005,194451
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2005,195489
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2005,186555
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2005,198371
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2005,190337
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2005,192449
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2005,190452
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2005,194579
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2006,187355
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2006,173834
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2006,199354
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2006,180595
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2006,194313
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2006,190730
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2006,183386
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2006,195181
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2006,183359
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2006,191079
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2006,186262
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2006,185967
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2007,199491
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2007,180581
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2007,204641
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2007,192144
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2007,203187
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2007,198298
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2007,202090
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2007,207969
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2007,184268
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2007,201568
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2007,191757
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2007,191209
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2008,197584
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2008,186511
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2008,202510
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2008,193185
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2008,196323
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2008,207333
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2008,194744
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2008,184517
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2008,191265
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2008,200793
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2008,183239
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2008,198092
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2009,192714
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2009,177472
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2009,198650
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2009,192309
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2009,190712
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2009,194321
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2009,197465
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2009,191762
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2009,191051
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2009,198347
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2009,186988
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2009,198177
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2010,191592
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2010,179844
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2010,207014
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2010,195924
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2010,194332
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2010,198944
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2010,196864
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2010,199787
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2010,193848
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2010,195713
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2010,193959
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2010,204092
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2011,190811
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2011,177165
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2011,204140
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2011,190351
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2011,198792
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2011,200154
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2011,191552
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2011,203948
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2011,195242
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2011,197254
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2011,195372
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2011,198071
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2012,195622
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2012,190789
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2012,201988
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2012,188803
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2012,200115
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2012,193344
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2012,188752
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2012,198202
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2012,182980
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2012,200809
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2012,190878
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2012,189588
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2013,194980
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2013,176443
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2013,195490
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2013,193907
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2013,200299
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2013,188358
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2013,183703
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2013,185367
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2013,178780
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2013,192745
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2013,182423
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2013,185118
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2014,186278
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2014,168982
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2014,186942
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2014,187549
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2014,187939
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2014,182848
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2014,185098
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2014,182606
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2014,181355
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2014,204726
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2014,179670
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2014,186324
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2015,183699
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2015,170215
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2015,155691
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2015,186275
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2015,182059
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2015,197659
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2015,184760
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2015,178899
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2015,180341
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2015,190702
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2015,176752
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2015,187581
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2016,176675
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2016,174597
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2016,192369
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2016,180888
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2016,182476
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2016,183662
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2016,179022
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2016,190869
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2016,184548
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2016,189022
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2016,184854
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2016,188582
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2017,181826
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2017,168799
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2017,186529
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2017,178168
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2017,189445
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2017,188852
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2017,192449
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2017,205186
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2017,198391
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2017,203199
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2017,198719
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2017,202726
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2018,195464
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2018,181460
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2018,200530
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2018,194532
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2018,199579
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2018,191007
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2018,228750
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2018,238777
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2018,219145
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2018,242890
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2018,227751
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2018,203601
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2019,225657
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2019,211573
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2019,232273
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2019,223830
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2019,237487
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2019,229317
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2019,233146
