ntdid,agency,acronym,mode,ntd_mode,region,month,year,vrm
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2003,7715108
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2003,7503674
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2003,3422837
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2003,3386460
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2003,7789454
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2004,7650979
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2004,7080002
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2004,7758995
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2004,7466233
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2004,7454076
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2004,7522367
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2004,7651740
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2004,7755731
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2004,7472010
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2004,7670602
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2004,7483187
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2004,7922681
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2005,7814521
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2005,7196421
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2005,8030332
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2005,7675326
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2005,7799891
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2005,7615532
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2005,7728272
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2005,7969396
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2005,7547045
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2005,7750010
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2005,7654508
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2005,7966121
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2006,7948784
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2006,7096746
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2006,8106449
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2006,7588684
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2006,7980570
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2006,7835749
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2006,7799632
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2006,8008695
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2006,7494818
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2006,7881993
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2006,7574383
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2006,7613036
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2007,7836272
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2007,7122582
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2007,7893585
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2007,7586963
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2007,7860168
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2007,7568657
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2007,7566025
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2007,7807408
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2007,7188922
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2007,7817711
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2007,7415340
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2007,7451245
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2008,7650242
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2008,7213485
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2008,7560583
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2008,7511690
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2008,7600280
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2008,7470883
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2008,7539058
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2008,7440068
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2008,7261456
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2008,7664606
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2008,7074920
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2008,7558384
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2009,7468612
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2009,6850507
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2009,7575451
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2009,7423343
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2009,7350232
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2009,7338762
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2009,7610487
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2009,7464136
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2009,7223960
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2009,7549963
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2009,7129454
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2009,7406547
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2010,7124893
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2010,6649982
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2010,7460134
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2010,7215345
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2010,7144111
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2010,7221423
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2010,7071011
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2010,7149659
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2010,6870728
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2010,7065247
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2010,6881532
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2010,6950764
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2011,6666571
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2011,6137930
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2011,6877792
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2011,6556784
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2011,6661108
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2011,6589400
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2011,6327411
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2011,6598245
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2011,6260517
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2011,6425343
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2011,6263176
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2011,6409527
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2012,6398848
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2012,6127249
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2012,6525951
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2012,6274993
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2012,6509498
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2012,6269523
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2012,6174866
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2012,6377842
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2012,5896462
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2012,6394621
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2012,6066916
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2012,6098407
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2013,6271175
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2013,5701190
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2013,6200415
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2013,6154768
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2013,6278889
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2013,5930305
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2013,6287719
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2013,6264948
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2013,5932717
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2013,6430500
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2013,6032562
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2013,6184044
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2014,6268363
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2014,5680344
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2014,6196209
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2014,6147121
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2014,6197293
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2014,6030957
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2014,6185999
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2014,6119721
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2014,5981627
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2014,6315182
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2014,5821339
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2014,6233236
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2015,6197682
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2015,5673360
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2015,6270602
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2015,6163042
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2015,6119996
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2015,6155162
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2015,6347718
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2015,6206709
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2015,6043628
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2015,6287329
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2015,5970457
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2015,6273680
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2016,6147435
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2016,5968978
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2016,6423027
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2016,6137715
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2016,6230846
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2016,6145795
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2016,5976900
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2016,6243036
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2016,5951565
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2016,6096640
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2016,5940818
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2016,6084867
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2017,6041574
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2017,5574775
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2017,6252721
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2017,5841455
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2017,6150934
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2017,6001683
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2017,5959706
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2017,6202748
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2017,5811603
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2017,6110949
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2017,5896942
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2017,5912589
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2018,6067516
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2018,5502351
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2018,6091053
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2018,5830457
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2018,6064842
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2018,5797541
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2018,5940950
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2018,6148995
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2018,5659614
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2018,6135349
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2018,5851979
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",12,2018,5873860
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",1,2019,6067357
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",2,2019,5560226
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",3,2019,6114812
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",4,2019,6031027
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",5,2019,6184611
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",6,2019,5802801
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",7,2019,6130783
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",8,2019,6146736
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",9,2019,5709196
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",10,2019,6075325
90154,Los Angeles County Metropolitan Transportation Authority,LACMTA,urban_bus,MB,"Los Angeles--Long Beach--Anaheim, CA",11,2019,5600083
