ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,vrm
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,6,2020,18995
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,7,2020,20436
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,8,2020,18655
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,9,2020,19991
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,10,2020,20001
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,11,2020,19015
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,12,2020,20794
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,1,2021,19102
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,2,2021,18113
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,3,2021,20922
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,4,2021,20008
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,5,2021,19086
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,6,2021,19993
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,7,2021,20012
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,8,2021,19978
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,9,2021,19826
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,10,2021,18995
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,11,2021,19846
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,12,2021,20828
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,1,2022,19087
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,2,2022,18154
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,3,2022,20761
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,4,2022,19076
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,5,2022,19886
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,6,2022,19900
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,7,2022,19008
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,8,2022,20841
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,9,2022,19914
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,10,2022,18917
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,11,2022,19756
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,12,2022,19695
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,1,2023,19778
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,2,2023,17873
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,3,2023,20524
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,4,2023,17051
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,5,2023,20444
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,6,2023,19629
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,7,2023,17961
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,8,2023,20837
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,9,2023,18902
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,10,2023,19705
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",PT,11,2023,18832
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2002,1051180
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2002,957712
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2002,1043532
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2002,1072076
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2002,1120078
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2002,1068181
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2002,1120001
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2002,1134365
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2002,1053894
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2002,1149418
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2002,1069199
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2002,1098169
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2003,1069727
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2003,967868
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2003,1051509
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2003,1047031
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2003,1051586
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2003,1023479
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2003,1121319
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2003,1111504
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2003,1079575
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2003,1145435
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2003,1045206
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2003,1120840
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2004,1106047
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2004,1033034
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2004,1139802
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2004,1098364
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2004,1080795
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2004,1098364
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2004,1105231
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2004,1115484
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2004,895649
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2004,1105917
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2004,1074531
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2004,1125479
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2005,1130075
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2005,1053096
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2005,1181447
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2005,1127974
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2005,1130273
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2005,1137660
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2005,1119744
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2005,1110240
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2005,1087816
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2005,918692
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2005,1109074
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2005,1166070
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2006,1152937
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2006,1050888
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2006,1178996
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2006,1100359
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2006,1155025
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2006,1137489
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2006,1118665
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2006,1181046
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2006,1102224
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2006,1156193
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2006,1113342
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2006,1119821
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2007,1170680
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2007,1066183
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2007,1191496
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2007,1148347
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2007,1192726
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2007,1162793
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2007,1174111
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2007,1222397
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2007,1113276
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2007,1214883
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2007,1135899
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2007,1141936
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2008,1192817
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2008,1127188
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2008,1177764
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2008,1159648
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2008,1186425
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2008,1148957
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2008,1193243
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2008,1181630
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2008,1155622
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2008,1232936
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2008,1109780
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2008,1184156
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2009,1165854
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2009,1067157
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2009,1172177
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2009,1154262
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2009,1143392
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2009,1176221
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2009,1207499
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2009,1180992
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2009,1144696
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2009,1193603
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2009,1110649
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2009,1180375
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2010,1147434
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2010,1096514
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2010,1216166
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2010,1171873
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2010,1163460
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2010,1185607
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2010,1216938
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2010,1203586
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2010,1158660
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2010,1187934
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2010,1086182
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2010,1143217
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2011,1099728
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2011,1027986
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2011,1155982
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2011,1098264
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2011,1111476
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2011,1122175
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2011,1096047
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2011,1165221
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2011,1095302
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2011,1122919
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2011,1095302
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2011,1149792
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2012,1144006
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2012,1086097
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2012,1157131
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2012,1102310
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2012,1149456
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2012,1140279
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2012,1145030
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2012,1185602
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2012,1083805
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2012,1232821
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2012,1157539
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2012,1155850
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2013,1211063
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2013,1103191
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2013,1193841
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2013,1195765
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2013,1212115
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2013,1145673
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2013,1210459
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2013,1221525
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2013,1134606
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2013,1243708
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2013,1151720
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2013,1186930
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2014,1228294
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2014,1133939
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2014,1233447
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2014,1233189
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2014,1233447
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2014,1194850
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2014,1239077
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2014,1221286
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2014,1192093
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2014,1262236
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2014,1139101
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2014,1232297
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2015,1219921
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2015,1131515
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2015,1246299
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2015,1252460
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2015,1222624
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2015,1252460
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2015,1297140
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2015,1261517
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2015,1231379
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2015,1288375
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2015,1199615
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2015,1277527
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2016,1228975
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2016,1209841
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2016,1308559
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2016,1245199
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2016,1260306
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2016,1270382
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2016,1236611
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2016,1315975
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2016,1236222
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2016,1189058
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2016,1239027
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2016,1299014
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2017,1287222
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2017,1169888
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2017,1316815
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2017,1218325
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2017,1285056
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2017,1265376
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2017,1235488
