ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,vrm
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2011,1802690
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2011,2065461
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2011,1924243
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2011,1984044
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2011,1995461
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2011,1921426
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2011,2041157
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2011,1948424
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2011,1970066
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2011,1936144
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2011,1976134
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2012,1943119
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2012,1891817
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2012,2033599
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2012,1902127
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2012,2011477
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2012,1945035
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2012,1724399
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2012,1965224
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2012,1910698
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2012,2049286
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2012,1917514
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2012,1731215
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2013,1906154
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2013,1674417
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2013,2003847
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2013,1953865
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2013,2049286
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2013,1833452
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2013,1835610
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2013,1851115
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2013,1764339
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2013,1898634
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2013,1799546
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2013,1830229
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2014,1852964
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2014,1679785
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2014,1855314
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2014,1858747
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2014,1863647
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2014,1811415
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2014,1827027
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2014,1802232
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2014,1795459
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2014,1999358
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2014,1719981
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2014,1847224
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2015,1800975
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2015,1667135
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2015,1784052
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2015,1786395
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2015,1809537
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2015,1853822
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2015,1935079
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2015,1878774
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2015,1861968
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2015,1956226
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2015,1822102
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2015,1935154
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2016,1839058
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2016,1815422
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2016,1986763
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2016,1875999
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2016,1892793
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2016,1904713
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2016,1774459
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2016,1891553
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2016,1808198
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2016,1851778
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2016,1810067
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2016,1848219
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2017,1778999
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2017,1651113
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2017,1820033
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2017,1742882
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2017,1848181
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2017,1843738
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2017,1734446
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2017,1848899
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2017,1767424
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2017,1810022
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2017,1769251
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2017,1806543
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2018,1738884
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2018,1613882
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2018,1778993
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2018,1703581
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2018,1806506
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2018,1802168
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2018,1785794
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2018,1864073
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2018,1710813
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2018,1896190
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2018,1777996
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2018,1589463
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2019,1779866
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2019,1651697
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2019,1813303
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2019,1843846
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2019,1854011
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2019,1790221
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2019,1779520
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2019,1789715
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2019,1724106
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2019,1860762
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2019,1724269
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2019,1705867
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2020,1740772
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2020,1698044
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2020,1594533
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2020,1318162
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2020,1342997
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2020,1434731
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2020,1453057
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2020,1402953
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2020,1628111
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2020,1773336
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2020,1650394
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2020,1738637
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2021,1671332
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2021,1767886
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2021,1664845
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2021,1669809
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2021,1680375
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2021,1692758
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2021,1669684
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2021,1689262
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2021,1680915
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2021,1720251
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2021,1674630
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2021,1690331
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2022,1618123
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2022,1513088
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2022,1746902
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2022,1668630
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2022,1677691
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2022,1681908
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2022,1658867
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2022,1748828
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2022,1665753
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2022,1712067
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2022,1644568
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,12,2022,1646932
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,1,2023,1651982
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,2,2023,1520600
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,3,2023,1750177
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,4,2023,1593344
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,5,2023,1682453
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,6,2023,1609512
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,7,2023,1573941
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,8,2023,1659657
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,9,2023,1583673
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,10,2023,1646027
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",DO,11,2023,1603674
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2002,28478347
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2002,25467122
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2002,28166170
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2002,27593410
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2002,28536731
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2002,27128522
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2002,28632571
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2002,28227350
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2002,26920703
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2002,28639048
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2002,27197203
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2002,28553503
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2003,28642049
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2003,25161405
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2003,27908132
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2003,28114866
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2003,28526761
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2003,27728380
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2003,28974213
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2003,26935620
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2003,27507471
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2003,28837539
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2003,26937915
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2003,29230991
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2004,28549177
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2004,27336306
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2004,29118749
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2004,28290737
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2004,27958644
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2004,28331130
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2004,28718717
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2004,28966464
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2004,27376085
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2004,28645771
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2004,27969421
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2004,29383236
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2005,28293980
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2005,25645904
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2005,28893623
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2005,27922156
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2005,28617115
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2005,28411310
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2005,28419653
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2005,29227951
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2005,27914716
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2005,28273993
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2005,28000780
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2005,26068348
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2006,28683215
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2006,25887809
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2006,29521564
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2006,27589393
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2006,28984800
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2006,28128263
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2006,28169438
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2006,29251150
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2006,27576158
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2006,28828902
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2006,27806763
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2006,28947463
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2007,29018519
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2007,25560282
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2007,28834630
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2007,27730147
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2007,29030824
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2007,27532013
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2007,28154138
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2007,28550500
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2007,27411875
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2007,29374821
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2007,28228570
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2007,28984595
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2008,29458578
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2008,27295057
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2008,28912499
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2008,28807136
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2008,28902536
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2008,28223485
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,7,2008,29524484
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,8,2008,29268929
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,9,2008,28679811
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,10,2008,30029165
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,11,2008,28054549
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,12,2008,30260200
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,1,2009,29537866
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,2,2009,26638883
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,3,2009,29999628
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,4,2009,29418117
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,5,2009,29166614
20008,New York City Transit,NYCT,urban_rail,HR,"New York--Jersey City--Newark, NY--NJ",DO,6,2009,29331232
