ntdid,agency,acronym,mode,ntd_mode,region,type_of_svc,month,year,ridership
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2019,2265738
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2019,2153925
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2019,2248440
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2019,2253735
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2019,2254188
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2019,1955080
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2019,2086592
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2019,2152738
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2019,2027665
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2019,2364383
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2019,2151286
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2019,2104847
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2020,2231746
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2020,2155958
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2020,1574254
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2020,575400
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2020,653385
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2020,969002
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2020,976645
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2020,989412
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2020,983347
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2020,1101700
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2020,1026064
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2020,1168342
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2021,963695
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2021,1009304
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2021,1272305
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2021,1232024
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2021,1212001
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2021,1422317
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2021,1455352
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2021,1495064
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2021,1494067
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2021,1589476
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2021,1540398
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2021,1613705
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2022,1554817
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2022,1530175
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2022,1758646
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2022,1703581
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2022,1729463
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2022,1665389
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2022,1684140
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2022,1840400
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2022,1666290
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2022,1846346
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2022,1691775
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,12,2022,1819485
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,1,2023,1855249
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,2,2023,1791399
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,3,2023,2003933
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,4,2023,1770537
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,5,2023,1958715
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,6,2023,1820671
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,7,2023,1790358
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,8,2023,1939076
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,9,2023,1875213
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,10,2023,2045328
40029,Broward County Board of County Commissioners,BCT,suburban_bus,MB,"Miami--Fort Lauderdale, FL",DO,11,2023,1883394
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2002,14624269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2002,13669974
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2002,14473891
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2002,15225270
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2002,15412404
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2002,15104664
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2002,15910673
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2002,15487423
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2002,15536808
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2002,17077222
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2002,14772591
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2002,13713899
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2003,14089834
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2003,13265040
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2003,14612164
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2003,14670976
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2003,14921328
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2003,15055344
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2003,15837499
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2003,15022012
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2003,15780975
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2003,17107010
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2003,13986638
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2003,13677003
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2004,13627581
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2004,13673741
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2004,15391689
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2004,14862436
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2004,14541131
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2004,15627165
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2004,15483127
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2004,15097874
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2004,15794605
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2004,16128714
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2004,14787419
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2004,13700973
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2005,13955591
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2005,13738958
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2005,15254896
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2005,15370569
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2005,15621621
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2005,16265444
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2005,15833269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2005,16314283
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2005,17104586
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2005,17274904
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2005,15590297
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2005,14435100
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2006,14950853
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2006,14326409
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2006,16520880
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2006,15606927
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2006,16977480
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2006,16871696
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2006,17049202
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2006,17405117
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2006,17188544
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2006,17771285
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2006,16048160
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2006,14452757
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2007,15204197
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2007,13696980
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2007,16201727
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2007,15152310
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2007,16445465
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2007,16506510
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2007,16925607
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2007,16913220
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2007,16392215
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2007,17725701
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2007,15419426
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2007,13689639
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2008,14857327
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2008,14784024
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2008,15410177
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2008,16494941
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2008,16568253
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2008,16971391
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2008,17958763
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2008,17728132
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2008,17800160
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2008,18947473
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2008,15777329
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2008,14839275
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2009,15254463
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2009,15035685
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2009,16739345
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2009,16777876
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2009,16725446
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2009,17447772
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2009,18457779
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2009,17489396
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2009,18210592
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2009,18699123
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2009,16465014
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2009,15266548
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2010,15372269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2010,15447243
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2010,17609768
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2010,17714473
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2010,17507978
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2010,18460343
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2010,18513129
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2010,18651652
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2010,19050189
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2010,19348045
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2010,17539641
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2010,15634344
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2011,16297860
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2011,15836877
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2011,18685321
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2011,18062540
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2011,18455789
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2011,19491415
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2011,18956116
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2011,19972984
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2011,19730357
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2011,20312116
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2011,18618039
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2011,17167772
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2012,17762284
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2012,17888108
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2012,19712809
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2012,18796302
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2012,19726367
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2012,19952980
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2012,19241629
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2012,20585005
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2012,19843537
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2012,21669022
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2012,19142029
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2012,16834267
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2013,17892634
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2013,17070397
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2013,18528734
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2013,19305119
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2013,19343622
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2013,19046280
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2013,20036290
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2013,19802315
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2013,19971044
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2013,21394658
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2013,19216299
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2013,17508655
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2014,17461004
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2014,17800261
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2014,20074231
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2014,20356158
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2014,20339768
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2014,20191271
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2014,20784335
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2014,20419188
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2014,21104077
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2014,22443466
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2014,18760478
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2014,18365817
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2015,17992806
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2015,17201791
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2015,20097150
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2015,20115444
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2015,20153134
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2015,21125032
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2015,21926763
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2015,20802215
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2015,21625824
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2015,22663990
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2015,19470592
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2015,18501324
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2016,18164698
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2016,18561516
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2016,20367468
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2016,19797316
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2016,20272514
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2016,20916168
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2016,20518087
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2016,20583494
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2016,20799796
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2016,21772546
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2016,19879025
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2016,17013184
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2017,17901394
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2017,17256083
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2017,19626357
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2017,18606061
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2017,19896320
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2017,20489102
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2017,19425365
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2017,20684355
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2017,20175642
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2017,21075066
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2017,18678515
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,12,2017,16389787
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,1,2018,17357365
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,2,2018,16558604
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,3,2018,18954297
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,4,2018,18501791
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,5,2018,19617331
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,6,2018,19457196
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,7,2018,19431262
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,8,2018,20331083
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,9,2018,19753802
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,10,2018,21551455
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",DO,11,2018,18271055
