ntdid,agency,acronym,mode,ntd_mode,region,month,year,ridership
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2016,21708284
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2016,22222368
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2016,21700741
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2016,20368118
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2016,21419471
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2016,22702660
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2016,22961412
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2016,21083500
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2016,19333035
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2017,19570749
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2017,19900788
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2017,22122473
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2017,20111450
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2017,21934061
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2017,21076518
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2017,19785002
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2017,20878045
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2017,21895796
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2017,22543248
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2017,20641026
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2017,18772015
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2018,19192860
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2018,18530421
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2018,20953087
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2018,20400912
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2018,21468846
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2018,19949111
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2018,19757072
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2018,20242243
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2018,20673841
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2018,22736825
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2018,19723982
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2018,18543810
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2019,17453870
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2019,18278675
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2019,20267148
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2019,19936879
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2019,21144867
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2019,19794292
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2019,19903916
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2019,19940712
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2019,20857680
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2019,21800399
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2019,19304407
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2019,18593555
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2020,19482386
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2020,19030116
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2020,13340659
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2020,5851654
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2020,6822850
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2020,7331690
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2020,8608427
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2020,8540937
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2020,8593214
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2020,8886803
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2020,7493941
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2020,7467245
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2021,7156781
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2021,6807111
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2021,8867546
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2021,8864582
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2021,9197725
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2021,9844710
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2021,10605131
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2021,10949679
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2021,12058763
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2021,11905632
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2021,10923927
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2021,10175928
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2022,8606585
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2022,9684827
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2022,12082027
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2022,11480606
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2022,12254082
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2022,11995182
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2022,11554428
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2022,12641822
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2022,13266346
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2022,13300536
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2022,12055416
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2022,11092088
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",1,2023,11701716
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",2,2023,11604685
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",3,2023,13504684
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",4,2023,12804435
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",5,2023,14126901
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",6,2023,13186306
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",7,2023,12999144
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",8,2023,14528729
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",9,2023,14796426
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",10,2023,15242491
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",11,2023,13895032
50066,Chicago Transit Authority,CTA,urban_bus,MB,"Chicago, IL--IN",12,2023,13490049.909090908
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2002,14624269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2002,13669974
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2002,14473891
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2002,15225270
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2002,15412404
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2002,15104664
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2002,15910673
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2002,15487423
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2002,15536808
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2002,17077222
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2002,14772591
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2002,13713899
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2003,14089834
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2003,13265040
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2003,14612164
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2003,14670976
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2003,14921328
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2003,15055344
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2003,15837499
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2003,15022012
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2003,15780975
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2003,17107010
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2003,13986638
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2003,13677003
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2004,13627581
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2004,13673741
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2004,15391689
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2004,14862436
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2004,14541131
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2004,15627165
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2004,15483127
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2004,15097874
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2004,15794605
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2004,16128714
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2004,14787419
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2004,13700973
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2005,13955591
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2005,13738958
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2005,15254896
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2005,15370569
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2005,15621621
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2005,16265444
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2005,15833269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2005,16314283
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2005,17104586
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2005,17274904
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2005,15590297
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2005,14435100
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2006,14950853
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2006,14326409
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2006,16520880
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2006,15606927
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2006,16977480
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2006,16871696
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2006,17049202
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2006,17405117
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2006,17188544
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2006,17771285
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2006,16048160
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2006,14452757
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2007,15204197
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2007,13696980
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2007,16201727
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2007,15152310
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2007,16445465
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2007,16506510
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2007,16925607
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2007,16913220
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2007,16392215
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2007,17725701
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2007,15419426
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2007,13689639
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2008,14857327
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2008,14784024
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2008,15410177
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2008,16494941
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2008,16568253
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2008,16971391
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2008,17958763
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2008,17728132
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2008,17800160
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2008,18947473
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2008,15777329
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2008,14839275
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2009,15254463
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2009,15035685
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2009,16739345
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2009,16777876
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2009,16725446
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2009,17447772
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2009,18457779
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2009,17489396
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2009,18210592
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2009,18699123
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2009,16465014
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2009,15266548
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2010,15372269
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2010,15447243
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2010,17609768
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2010,17714473
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2010,17507978
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2010,18460343
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2010,18513129
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2010,18651652
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2010,19050189
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2010,19348045
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2010,17539641
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2010,15634344
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2011,16297860
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2011,15836877
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2011,18685321
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2011,18062540
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2011,18455789
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2011,19491415
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2011,18956116
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2011,19972984
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2011,19730357
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2011,20312116
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2011,18618039
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2011,17167772
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2012,17762284
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2012,17888108
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2012,19712809
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2012,18796302
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2012,19726367
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2012,19952980
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2012,19241629
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2012,20585005
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2012,19843537
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2012,21669022
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2012,19142029
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2012,16834267
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2013,17892634
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2013,17070397
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2013,18528734
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2013,19305119
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2013,19343622
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2013,19046280
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2013,20036290
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2013,19802315
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2013,19971044
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2013,21394658
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2013,19216299
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2013,17508655
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2014,17461004
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2014,17800261
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2014,20074231
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2014,20356158
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2014,20339768
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2014,20191271
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2014,20784335
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2014,20419188
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2014,21104077
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2014,22443466
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2014,18760478
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2014,18365817
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2015,17992806
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2015,17201791
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2015,20097150
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2015,20115444
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2015,20153134
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2015,21125032
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2015,21926763
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2015,20802215
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2015,21625824
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2015,22663990
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2015,19470592
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2015,18501324
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2016,18164698
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2016,18561516
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2016,20367468
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2016,19797316
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2016,20272514
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2016,20916168
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2016,20518087
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2016,20583494
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2016,20799796
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2016,21772546
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2016,19879025
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2016,17013184
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2017,17901394
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2017,17256083
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2017,19626357
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2017,18606061
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2017,19896320
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",6,2017,20489102
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",7,2017,19425365
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",8,2017,20684355
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",9,2017,20175642
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",10,2017,21075066
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",11,2017,18678515
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",12,2017,16389787
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",1,2018,17357365
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",2,2018,16558604
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",3,2018,18954297
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",4,2018,18501791
50066,Chicago Transit Authority,CTA,urban_rail,HR,"Chicago, IL--IN",5,2018,19617331
