ntdid,agency,acronym,mode,ntd_mode,region,month,year,vrh
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2012,63248
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2012,67159
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2012,65212
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2012,63018
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2012,66058
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2012,58370
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2012,66532
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2012,63058
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2012,60657
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2013,65849
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2013,55148
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2013,63718
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2013,60721
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2013,65585
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2013,61004
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2013,64882
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2013,64087
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2013,59927
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2013,67047
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2013,60574
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2013,62931
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2014,65438
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2014,62297
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2014,60873
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2014,64912
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2014,63976
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2014,63884
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2014,63039
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2014,62648
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2014,61029
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2014,68304
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2014,59559
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2014,67088
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2015,63465
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2015,53475
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2015,57690
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2015,67291
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2015,60312
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2015,60559
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2015,64783
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2015,61320
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2015,62514
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2015,65662
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2015,62643
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2015,67937
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2016,65675
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2016,65013
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2016,68255
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2016,64806
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2016,66761
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2016,69631
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2016,68488
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2016,70539
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2016,66600
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2016,68517
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2016,64908
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2016,63586
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2017,65504
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2017,61971
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2017,68334
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2017,61152
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2017,68383
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2017,71170
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2017,67397
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2017,71255
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2017,66797
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2017,71890
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2017,68622
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2017,68020
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2018,72306
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2018,64553
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2018,70750
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2018,68252
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2018,70128
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2018,67553
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2018,70533
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2018,72782
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2018,64602
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2018,72615
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2018,69547
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2018,66967
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2019,71152
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2019,65333
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2019,69736
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2019,69177
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2019,70302
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2019,66844
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2019,75260
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2019,72180
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2019,67845
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2019,70278
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2019,70355
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2019,72559
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2020,73362
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2020,66457
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2020,56017
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2020,39492
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2020,38810
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2020,47513
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2020,67325
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2020,66202
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2020,65738
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2020,68074
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2020,70691
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2020,53595
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2021,36789
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2021,32200
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2021,34124
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2021,55767
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2021,58509
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2021,61420
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2021,68330
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2021,68288
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2021,65694
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2021,69006
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2021,68656
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2021,72734
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2022,68664
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2022,63754
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2022,71459
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2022,67016
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2022,66377
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2022,68368
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2022,68455
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2022,70050
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2022,67803
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2022,68332
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2022,65870
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2022,67932
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",1,2023,69002
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",2,2023,63690
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",3,2023,70762
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",4,2023,65561
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",5,2023,70257
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",6,2023,70010
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",7,2023,71959
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",8,2023,75176
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",9,2023,67672
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",10,2023,75768
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",11,2023,74094
10003,Massachusetts Bay Transportation Authority,MBTA,commuter_rail,CR,"Boston, MA--NH",12,2023,70359.18181818182
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2002,203418
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2002,185787
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2002,203085
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2002,199366
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2002,205250
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2002,193502
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2002,199152
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2002,196868
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2002,196948
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2002,206840
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2002,194645
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2002,199075
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2003,201626
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2003,184238
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2003,201505
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2003,198359
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2003,201298
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2003,195581
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2003,199052
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2003,189702
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2003,197755
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2003,207151
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2003,189881
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2003,204414
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2004,194860
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2004,182853
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2004,206209
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2004,199169
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2004,197059
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2004,201155
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2004,197964
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2004,198353
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2004,197214
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2004,199275
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2004,197949
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2004,207881
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2005,199453
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2005,185678
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2005,211872
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2005,199066
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2005,203613
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2005,204651
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2005,195717
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2005,207533
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2005,199499
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2005,201611
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2005,199614
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2005,203741
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2006,196517
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2006,182996
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2006,208516
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2006,189757
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2006,203475
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2006,199892
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2006,192548
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2006,204343
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2006,192521
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2006,200241
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2006,195424
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2006,195129
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2007,208240
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2007,188425
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2007,213705
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2007,200480
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2007,212179
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2007,207033
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2007,209650
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2007,216220
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2007,191318
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2007,209563
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2007,199087
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2007,198397
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2008,205281
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2008,193858
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2008,210111
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2008,200807
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2008,204027
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2008,215308
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2008,202735
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2008,192212
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2008,198922
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2008,208622
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2008,189399
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2008,204285
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2009,198425
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2009,182873
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2009,203293
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2009,196804
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2009,195091
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2009,199014
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2009,202198
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2009,196290
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2009,195519
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2009,202918
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2009,191166
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2009,202815
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2010,195829
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2010,184008
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2010,212102
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2010,200438
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2010,198715
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2010,203618
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2010,201448
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2010,204468
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2010,198300
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2010,200099
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2010,198311
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",12,2010,208684
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",1,2011,195032
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",2,2011,181246
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",3,2011,208941
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",4,2011,194725
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",5,2011,203243
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",6,2011,204822
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",7,2011,195981
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",8,2011,208238
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",9,2011,199730
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",10,2011,201888
10003,Massachusetts Bay Transportation Authority,MBTA,urban_bus,MB,"Boston, MA--NH",11,2011,200031
